Id,Supplier,Recipient,No. ordered,No. ordered data uncertain,Designation,Description,Status,Status data uncertain,Year of order,Year of order data uncertain,Year(s) of deliveries,No. delivered,Year(s) of delivery or no. delivered data uncertain,Recipient Involvement,Comment
28345,Russia,Venezuela,114,Yes,BTR-80A,IFV,New,,2009,,2011 - 2012,75,Yes,,Delivery 2011-2013
34803,Russia,Venezuela,92,,T-72M1,Tank,Refurbished,,2009,,2011 - 2012,92,Yes,,Ex-Russian; modernized to T-72M1M before delivery
7886,Russia,Venezuela,24,Yes,2S11 120mm,Mortar,New,,2010,Yes,2011 - 2012,24,Yes,,2S12 version
13987,Russia,Venezuela,40,,2S19 MSTA-S 152mm,Self-propelled gun,New,Yes,2009,,2011 - 2012,30,Yes,,Possibly ex-Russian; delivery 2011-2013
18613,Russia,Venezuela,18,Yes,2S23 Nona-SVK,Self-propelled mortar,New,,2009,,2011 - 2012,18,Yes,,
17327,Russia,Venezuela,24,,BM-21 Grad 122mm,Self-propelled MRL,SecondHand,Yes,2009,Yes,2011 - 2011,24,Yes,,Ex-Russian
27610,Russia,Venezuela,12,Yes,BM-9A52 Smerch,Self-propelled MRL,New,,2009,Yes,2012 - 2012,12,Yes,,
31979,Russia,Venezuela,50,Yes,Kh-31A1/AS-17,Anti-ship missile/ARM,New,,2006,Yes,2008 - 2008,50,Yes,,Kh-31P version; for Su-30MK combat aircraft
25914,Russia,Venezuela,1000,Yes,9M117/AT-10 Stabber,Anti-tank missile,New,,2009,Yes,2011 - 2012,600,Yes,,For BMP-3 IFV
9669,Russia,Venezuela,50,Yes,Kh-29/AS-14 Kedge,ASM,New,,2006,,2008 - 2008,50,Yes,,For SU-30MK combat aircraft
21035,Russia,Venezuela,50,Yes,Kh-59ME/AS-18 Kazoo,ASM,New,,2006,,2008 - 2008,50,Yes,,For SU-30MK combat aircraft
22385,Russia,Venezuela,100,Yes,R-27/AA-10 Alamo,BVRAAM,New,,2006,,2007 - 2008,100,Yes,,For Su-30MKV combat aircraft
27557,Russia,Venezuela,200,Yes,KAB-500/1500,Guided Bomb,New,,2006,Yes,2007 - 2008,200,Yes,,KAB-500 and KAB-1500 version
32428,Russia,Venezuela,2000,Yes,Igla-S/SA-24,Portable SAM,New,,2008,,2009 - 2010,2000,Yes,,Deal incl also 200 launchers
7968,Russia,Venezuela,550,Yes,5V27/SA-3B Goa,SAM,Refurbished,Yes,2008,,2011 - 2012,300,Yes,,Ex-Russian; probably modernized before delivery
23123,Russia,Venezuela,150,Yes,R-73/AA-11 Archer,SRAAM,New,,2006,,2006 - 2008,150,Yes,,For Su-30MKV combat aircraft
11961,Russia,Viet Nam,8,,Su-30MK/Flanker,FGA aircraft,New,,2009,,2010 - 2011,8,,,$400-500 m deal; Su-30MK2V version
11964,Russia,Viet Nam,12,,Su-30MK/Flanker,FGA aircraft,New,,2010,,2011 - 2012,11,Yes,,$1 b deal; Su-30MK2V version
28907,Russia,Viet Nam,400,Yes,Kh-35 Uran/SS-N-25,Anti-ship missile,New,,2004,,2008 - 2012,108,Yes,,For Project-11661 (Gepard) frigates and Project-1241 (Tarantul) FAC
8298,Russia,Viet Nam,40,Yes,Yakhont/SS-N-26,Anti-ship missile,New,,2007,,2009 - 2011,40,Yes,,Part of $300 m deal; for Bastion coastal defence system
31985,Russia,Viet Nam,80,Yes,Kh-31A1/AS-17,Anti-ship missile/ARM,New,,2009,Yes,2011 - 2012,80,Yes,,For Su-30MK2 combat aircraft; incl Kh-31P anti-radar version
27564,Russia,Viet Nam,200,Yes,KAB-500/1500,Guided Bomb,New,,2009,Yes,2011 - 2012,200,Yes,,
19667,Russia,Viet Nam,400,Yes,Igla-1/SA-16 Gimlet,Portable SAM,New,,1996,Yes,1999 - 2012,365,Yes,,SA-N-10 version for BPS-500 (Ho-A) and Project-10412 (Svetlyak) patrol craft and probably Project-1241 (Tarantul) FAC
4024,Russia,Viet Nam,200,Yes,9M311/SA-19 Grison,SAM,New,,2006,Yes,2011 - 2011,200,Yes,,For Kashtan CIWS on 2 Gepard frigates
23129,Russia,Viet Nam,250,Yes,R-73/AA-11 Archer,SRAAM,New,,2009,Yes,2010 - 2012,250,Yes,,For Su-30MK2 combat aircraft
16374,Russia,Viet Nam,2,Yes,K-300P Bastion-P,Coast defence system,New,,2007,,2009 - 2011,2,Yes,,Part of $300 m deal
20767,Russia,Viet Nam,10,,Project-1241/Tarantul,FAC,New,,2004,Yes,2008 - 2008,2,,Yes,Project-12418 (Tarantul-5) version; incl 8 produced in Viet Nam; delivery 2008-2016
13493,Russia,Viet Nam,2,,Gepard-3,Frigate,New,,2006,,2011 - 2011,2,,,Part of $300 m deal; Vietnamese designation Dinh Tien Hoang
23162,Russia,Viet Nam,4,,Project-10412/Svetlyak,Patrol craft,New,,2007,,2011 - 2012,4,,,
23163,Russia,Viet Nam,2,,Project-10412/Svetlyak,Patrol craft,New,,2007,Yes,2012 - 2012,2,,,
28350,Russia,Yemen,100,Yes,BTR-80A,IFV,New,,2009,,2010 - 2011,100,Yes,,$40 m deal
27476,Saudi Arabia,Turkey,6,,C-130E Hercules,Transport aircraft,SecondHand,,2010,,2011 - 2011,6,Yes,,Ex-Saudi
29086,Saudi Arabia,Yemen,10,Yes,Al Shibl,APV/APC,New,Yes,2010,Yes,2010 - 2010,10,Yes,,
571,Serbia,Cambodia,60,Yes,T-55,Tank,SecondHand,,2010,Yes,2010 - 2010,60,Yes,,Ex-Serbian
14075,Serbia,Iraq,20,,Lasta-95,Trainer aircraft,New,,2007,,2010 - 2011,20,Yes,,Part of $235 m deal; option on 15 more
15256,Serbia,Myanmar,30,Yes,B-52 NORA 155mm,Self-propelled gun,New,,2004,Yes,2008 - 2008,30,Yes,,
3186,Serbia,Myanmar,36,,M-56 105mm,Towed gun,Refurbished,Yes,2004,,2006 - 2007,36,Yes,,Ex-Serbian; probably modernized before delivery
16073,Serbia,Sudan,12,Yes,Utva-75,Light aircraft,New,Yes,2008,Yes,2009 - 2012,9,Yes,Yes,Possibly incl 6 second-hand; assembled or produced in Sudan as Safat-03
29276,Singapore,Chad,6,,AS-350/AS-550 Fennec,Light helicopter,SecondHand,,2008,Yes,2009 - 2010,6,Yes,,Ex-Singaporean
14768,Singapore,Nigeria,2,,FPB-38,Patrol craft,New,,2007,,2009 - 2009,2,,,From Malaysian production line; Sea Eagle version
34962,Singapore,Thailand,10,Yes,Bronco,APC,New,,2008,Yes,2010 - 2010,10,Yes,,
17508,Singapore,Thailand,15,Yes,LG-1 105mm,Towed gun,SecondHand,Yes,2010,Yes,2011 - 2011,15,,,Ex-Singaporean; possibly modernized before delivery
6864,Singapore,Thailand,1,,Endurance,AALS,New,,2008,,2012 - 2012,1,,,SGD200 m ($132 m) deal
21821,Singapore,United Arab Emirates,48,,SRAMS 120mm,Mortar,New,,2007,,2009 - 2012,48,Yes,,Part of AED390 m ($106 m) deal; for use on Agrab (RG-31) mortar carrier from South Africa
34961,Singapore,United Kingdom,115,,Bronco,APC,New,,2008,,2010 - 2011,115,Yes,,"GBP150 m ($233 m) deal; UK designation Warthog; incl ambulance, CP and ARV version"
15580,Slovakia,Afghanistan,3,Yes,Mi-8MT/Mi-17/Hip-H,Helicopter,SecondHand,,2007,,2008 - 2008,3,Yes,,Ex-Slovak; aid
66387,Slovakia,Central African Republic,3,Yes,OT-90,APC,SecondHand,,2008,,2008 - 2008,3,Yes,,Ex-Slovakian; may incl BRDM-2 armoured reconnaissance vehicle
35610,Slovakia,Cyprus,2,Yes,Tatrapan,APC,New,,2001,Yes,2007 - 2007,2,Yes,,ARSYS command post version; for use with Zuzana self-propelled guns
35660,Slovakia,Cyprus,12,Yes,Zuzana 155mm,Self-propelled gun,New,Yes,2001,Yes,2007 - 2007,12,,,Ordered and delivered via Greece
16329,Slovakia,Sudan,10,Yes,Cobra 30MM,IFV turret,New,,2007,Yes,2007 - 2007,10,Yes,,For BTR-70 APC from Belarus and for modernization of Boraq or WZ-551 IFV
35162,South Africa,African Union,68,Yes,Casspir,APC,Refurbished,Yes,2007,Yes,2008 - 2008,68,,,Ex-South African; modernized before delivery; for peacekeeping mission in Sudan
35163,South Africa,African Union,10,,Casspir,APC,SecondHand,Yes,2008,Yes,2008 - 2008,10,,,Ex-South African; for peacekeeping mission in Burundi
17711,South Africa,Algeria,2,Yes,Marauder,APC,New,,2008,Yes,2009 - 2009,2,,,
15694,South Africa,Algeria,50,Yes,Raptor-2,ASM,New,,2007,Yes,2008 - 2008,50,Yes,,
17710,South Africa,Azerbaijan,25,,Marauder,APC,New,,2009,,2009 - 2011,25,Yes,,Incl assembly in Azerbaijan
2375,South Africa,Azerbaijan,25,,Matador,APC,New,,2009,,2010 - 2011,25,Yes,,Incl assembly in Azerbaijan
2051,South Africa,Azerbaijan,30,,Marauder,APC,New,,2011,,2012 - 2012,30,Yes,,Assembled in Azerbaijan
2378,South Africa,Azerbaijan,30,,Matador,APC,New,,2011,,2012 - 2012,30,Yes,,Assembled in Azerbaijan
16240,South Africa,Azerbaijan,10,Yes,Vector,Helicopter turret,New,,2007,,2009 - 2010,10,Yes,,For modernization of Azerbaijani Mi-24 to Mi-24G in Ukraine
17896,South Africa,Burkina Faso,6,,GILA,APC,New,,2009,Yes,2009 - 2009,6,,,For police; financed by Canada; for use by Burkina Faso peacekeeping units in Darfur
35166,South Africa,Burundi,27,Yes,Casspir,APC,Refurbished,Yes,2008,Yes,2009 - 2010,27,,,Ex-South African; probably modernized before delivery
31371,South Africa,"Congo, Republic of",4,Yes,Mirage F-1A,FGA aircraft,Refurbished,,2008,Yes,2010 - 2012,4,Yes,,Ex-South African; modernized before delivery
2050,South Africa,"Congo, Republic of",32,Yes,Marauder,APC,New,,2010,,2010 - 2010,32,,,
32442,South Africa,"Congo, Republic of",15,Yes,Fox,APV,New,,2010,Yes,2010 - 2010,15,,,
25527,South Africa,Ecuador,12,,Cheetah-C,FGA aircraft,SecondHand,,2010,,2011 - 2012,12,Yes,,Ex-South African; $78 m deal (incl $43 m for aircraft and $35 m for 5 or 10 years support)
5771,South Africa,Finland,16,,RG-32 Scout,APV,New,,2010,,2010 - 2011,16,Yes,,$8.1 m deal; for peacekeeping operations
7762,South Africa,Finland,75,Yes,Umkhonto-IR,SAM,New,,2006,,2007 - 2008,75,Yes,,$17 m deal; Umkhonto Block-2 version; for Hamina FAC and Hameenma minelayers; Finnish designation ItO-2004
31369,South Africa,Gabon,6,Yes,Mirage F-1A,FGA aircraft,Refurbished,Yes,2006,,2006 - 2010,6,,,Ex-South African; modernized before delivery; Mirage F-1AZ version
2377,South Africa,Gabon,24,Yes,Matador,APC,New,,2010,,2010 - 2010,24,,,
9167,South Africa,India,250,Yes,Casspir-6,APC,New,,2009,Yes,2011 - 2012,70,Yes,Yes,MPV-I version; incl production of components and final assembly in India
20005,South Africa,Iraq,115,Yes,Mamba,APC,New,Yes,2006,Yes,2006 - 2007,115,Yes,,Reva-3 version
19836,South Africa,Iraq,300,Yes,Ingwe,Anti-tank missile,New,,2010,Yes,2010 - 2012,300,Yes,,For EC-635 helicopters
5766,South Africa,Ireland,27,,RG-32 Scout,APV,New,,2008,,2010 - 2010,27,,,GBP19.6 m ($39 m) deal
5774,South Africa,Ireland,27,Yes,RG-32 Scout,APV,New,,2009,Yes,2010 - 2012,27,Yes,,
3516,South Africa,Kenya,67,Yes,Puma M-26,APC,New,,2010,,2011 - 2012,67,Yes,,KES1.6 b ($20 m) deal
35164,South Africa,Malawi,12,,Casspir,APC,New,Yes,2008,Yes,2008 - 2008,12,,,Ex-South African vehicles rebuilt before delivery
28964,South Africa,Malawi,1,,Rhino,APC,New,,2008,Yes,2008 - 2008,1,,,
21555,South Africa,Norway,5,,RSR-210N,Air/sea search radar,New,,2007,,2010 - 2011,5,Yes,,"ZAR150 m ($21 m) deal, for 5 Nansen frigates from Spain"
9502,South Africa,Rwanda,35,Yes,Ratel-90,IFV/AFSV,SecondHand,,2007,Yes,2007 - 2007,35,,,Ex-South African; incl 20 Ratel-60 version
20530,South Africa,Saudi Arabia,50,Yes,Al Kaser,APC,New,,2005,,2007 - 2008,50,,,
35156,South Africa,Senegal,9,Yes,Casspir,APC,SecondHand,,2004,Yes,2005 - 2008,9,,,Ex-South African
17895,South Africa,Senegal,12,,GILA,APC,New,,2009,Yes,2009 - 2009,12,,,For police; financed by Canada; for use by peacekeepers in Darfur
9487,South Africa,Senegal,2,Yes,AML-60/90,Armoured car,SecondHand,Yes,2008,Yes,2009 - 2009,2,,,Ex-South African; designation uncertain
9387,South Africa,Senegal,26,Yes,Ratel-20,IFV,SecondHand,,2008,Yes,2008 - 2010,26,,,Ex-South African
29022,South Africa,Spain,100,,RG-31 Nyala,APC,New,,2008,,2009 - 2010,100,,,EUR65 m deal; assembled in Spain; RG-31 Mk-5E version; incl 10 ambulance and 5 CP version; option on 80 more
5759,South Africa,Sweden,102,,RG-32 Scout,APV,New,,2005,,2006 - 2007,102,Yes,,ZAR180 m ($28 m) deal (part of offsets for South African order for JAS-39 combat aircraft); RG-32M version; Swedish designation Galten
5767,South Africa,Sweden,98,Yes,RG-32 Scout,APV,New,,2007,,2008 - 2008,98,,,Part of offsets for South African order for JAS-39 combat aircraft; RG-32M version; Swedish designation Galten; for use in Afghanistan
5765,South Africa,Sweden,60,,RG-32 Scout,APV,New,,2009,,2012 - 2012,60,,,EUR18 m deal; RG-32M version; Swedish designation Galten; for use in Afghanistan
5768,South Africa,Sweden,110,,RG-32 Scout,APV,New,,2012,,2012 - 2012,55,Yes,,Delivery 2012-2013
35161,South Africa,Tanzania,5,Yes,Casspir,APC,SecondHand,,2008,Yes,2009 - 2009,5,Yes,,Second-hand; supplier uncertain; financed by USA for peacekeeping
20009,South Africa,Thailand,85,Yes,Mamba,APC,New,,2007,,2008 - 2008,85,,,THB900 m ($29 m) deal; Reva-3 version
35167,South Africa,Uganda,27,Yes,Casspir,APC,Refurbished,Yes,2009,Yes,2010 - 2010,27,,,Ex-South African; probably modernized before delivery
17897,South Africa,Uganda,6,,GILA,APC,New,,2009,Yes,2009 - 2009,6,,,For police; financed by Canada; for use by peacekeepers in Darfur
32443,South Africa,Uganda,1,Yes,Spingbuck,APV/APC,New,,2009,Yes,2010 - 2010,1,,,
9832,South Africa,United Arab Emirates,5,Yes,Seeker,UAV,New,,2009,Yes,2010 - 2010,5,,,
29027,South Africa,United Arab Emirates,48,,RG-31 Nyala,APC,New,,2005,Yes,2006 - 2007,48,,,RG-31 Mk-3A version
29019,South Africa,United Arab Emirates,48,,RG-31 Nyala,APC,New,,2007,,2009 - 2012,48,Yes,,Part of AED390 m ($106 m) deal; mortar carrier version (with 120mm mortar from Singapore); UAE designation Agrab
29016,South Africa,United States,1311,Yes,RG-31 Nyala,APC,New,,2003,Yes,2004 - 2008,1311,Yes,Yes,Mainly for use in Iraq and Afghanistan; incl production in USA and from Canadian production line
29023,South Africa,United States,773,,RG-31 Nyala,APC,New,,2008,,2009 - 2010,773,Yes,Yes,$552 m deal (incl $199 m for 440 produced in South Africa and $353 m for 333 produced in USA); mainly for use in Afghanistan
29025,South Africa,United States,250,,RG-31 Nyala,APC,New,,2010,,2010 - 2010,250,Yes,Yes,$227 m deal (incl production of components in USA); RG-31A2 version
29028,South Africa,United States,27,,RG-31 Nyala,APC,New,,2010,,2011 - 2011,27,,Yes,Probably incl production of components in USA
9831,South Africa,Unknown country,5,Yes,Seeker,UAV,New,,2009,,2011 - 2011,5,Yes,,
20012,South Africa,Yemen,112,Yes,Mamba,APC,New,,2010,Yes,2010 - 2010,112,,,Reva-3 version
22019,South Africa,Yemen,50,Yes,Leopard,APV,New,,2007,,2009 - 2010,50,Yes,,Yemeni designation Qutaish-1; assembled in Yemen
28997,South Africa,Yemen,250,Yes,Qutaish-2,APV,New,,2008,Yes,2009 - 2012,110,Yes,Yes,Incl production of components and assembly in Yemen
8575,Spain,Argentina,4,,AN/FPS-20,Air search radar,SecondHand,,2007,,2008 - 2010,4,Yes,,Ex-Spanish; FPS-113 version; aid
9377,Spain,Argentina,1,,S763-LANZA,Air search radar,SecondHand,,2007,Yes,2007 - 2007,1,,,Ex-Spanish; aid
30533,Spain,Argentina,4,,AN/FPS-6,Height-finding radar,SecondHand,,2007,,2008 - 2010,4,Yes,,Ex-Spanish; FPS-89 or FPS-90 version; aid
35319,Spain,Australia,5,,A-330 MRTT,Tanker/transport ac,New,,2004,,2011 - 2012,5,Yes,Yes,AUD1.4 b ($1.1 b) 'Project Air-5402'; 4 assembled in Australia; Australian designation KC-30A
10485,Spain,Bolivia,3,,C-212,Transport aircraft,SecondHand,,2006,,2007 - 2009,3,,,Ex-Spanish; C-212-100 version
29788,Spain,Botswana,2,,CN-235,Transport aircraft,New,,2008,,2009 - 2010,2,Yes,,EUR38 m deal
32932,Spain,Brazil,12,,C-295,Transport aircraft,New,,2005,,2006 - 2009,12,Yes,,EUR238 m (incl offsets) 'CL-X' programme (part of 'Phoenix' programme)
10487,Spain,Cape Verde,1,,C-212,Transport aircraft,SecondHand,,2008,,2009 - 2009,1,,,Ex-Spanish; aid; for SAR
14023,Spain,Chile,2,,C-295MPA,ASW aircraft,New,,2007,,2011 - 2011,2,,,Part of $150 m deal; Chilean designation P-295
18207,Spain,Chile,1,,C-295MPA,MP aircraft,New,,2007,,2010 - 2010,1,,,Part of $150 m deal
24320,Spain,Chile,15,Yes,Scorpion,Light tank,SecondHand,,2008,Yes,2008 - 2008,15,,,Ex-Spanish; possibly 1 more for spare parts
32393,Spain,Colombia,1,,CN-235MP,MP aircraft,New,,2009,,2010 - 2010,1,,,EUR33 m deal; CN-235-300MP version
32943,Spain,Colombia,4,,C-295,Transport aircraft,New,,2007,,2008 - 2009,4,,,
11695,Spain,Colombia,15,,SBT 155mm,Towed gun,New,,2005,,2007 - 2008,15,Yes,,EUR13.5 m deal
32938,Spain,Czech Republic,4,,C-295,Transport aircraft,New,,2009,,2011 - 2011,4,Yes,,CZK3.5 b ($170 m) deal (offsets 100-300%; incl 1 C-295 exchanged for 5 Czech L-159B trainer/combat aircraft)
32952,Spain,Egypt,3,,C-295,Transport aircraft,New,,2010,,2011 - 2011,3,,,Possibly incl 1 for government VIP transport
32936,Spain,Finland,2,,C-295,Transport aircraft,New,,2006,,2007 - 2007,2,,,$114 m deal
32948,Spain,Finland,1,,C-295,Transport aircraft,New,,2010,,2011 - 2011,1,,,Modified to SIGINT aircraft after delivery
29789,Spain,France,8,,CN-235,Transport aircraft,New,,2010,,2011 - 2012,8,Yes,,EUR225 m deal; CN-235-300 version
32946,Spain,Ghana,2,,C-295,Transport aircraft,New,,2011,,2011 - 2012,2,,,
4229,Spain,Indonesia,6,Yes,C-212MP,MP aircraft,New,,1996,,2005 - 2007,6,Yes,Yes,Part of $50 m 'On Top-2' programme; NC-212-200MP version
32940,Spain,Indonesia,9,,C-295,Transport aircraft,New,,2012,,2012 - 2012,2,Yes,Yes,$325 m deal; Indonesian designation CN-295; delivery 2012-2014
1406,Spain,Kenya,1,,Jasiri,OPV,New,,2003,,2012 - 2012,1,,,KES4.6 b ($60 m) deal (not incl KES2 b for armament); ordered as civilian ship to be armed in Kenya; delivery delayed 2006-2012 due to corruption investigation; Kenyan designation Jasiri
16233,Spain,Malaysia,1,,Scorpene,Submarine,New,,2002,,2009 - 2009,1,,,Part of EUR1.2 b deal (incl 1 more from France; incl over 50% barter)
14357,Spain,Mauritania,1,,C-212MP,MP aircraft,SecondHand,,2010,,2011 - 2011,1,,,Ex-Spanish; aid; for SAR
32390,Spain,Mexico,2,,CN-235MP,MP aircraft,New,,2008,,2010 - 2010,2,,,
32392,Spain,Mexico,4,,CN-235MP,MP aircraft,New,,2009,Yes,2011 - 2012,4,,,$157 m or $210m deal (financed by US 'FMF' aid under 'Merida Initiative')
32944,Spain,Mexico,2,,C-295,Transport aircraft,New,,2008,,2009 - 2009,2,,,Part of $212 m deal
32947,Spain,Mexico,5,,C-295,Transport aircraft,New,,2009,,2010 - 2011,5,,,MXN1.4 b ($110 m) deal; bought by Mexican bank and leased for 20 years for MXN5.4b ($433 m)
32950,Spain,Mexico,2,,C-295,Transport aircraft,New,,2010,,2011 - 2011,2,,,MNX1.7b deal (bought by Mexican bank and leased for 20 years to Mexican armed forces)
32949,Spain,Mexico,5,,C-295,Transport aircraft,New,,2011,,2011 - 2011,1,,,MXN2.3 b ($175 m) deal
16919,Spain,Mozambique,1,,Conejera,Patrol craft,SecondHand,,2011,,2011 - 2011,1,,,Ex-Spanish; probably aid
21733,Spain,Norway,5,,Nansen,Frigate,New,,2000,,2006 - 2011,5,,Yes,Part of NOK14-16 b ($1.5-2.5 b) deal (offsets 100% in 10 years incl production of components in Norway and Spanish order of NASAMS SAM systems and Penguin missiles)
32942,Spain,Poland,2,,C-295,Transport aircraft,New,,2006,,2007 - 2007,2,,,
32941,Spain,Poland,2,,C-295,Transport aircraft,New,,2007,,2008 - 2008,2,Yes,,Delivery 2008
32956,Spain,Poland,5,,C-295,Transport aircraft,New,,2012,,2012 - 2012,3,,,PLN876 m ($262 m); delivery 2012-2013
18204,Spain,Portugal,3,,C-295MPA,MP aircraft,New,,2006,,2010 - 2010,3,Yes,,Part of EUR270 m deal (incl 100% offsets)
32937,Spain,Portugal,9,,C-295,Transport aircraft,New,,2006,,2008 - 2011,9,Yes,,Part of EUR270 m deal (incl 100% offsets)
9372,Spain,Portugal,1,,S763-LANZA,Air search radar,New,,2004,,2008 - 2008,1,Yes,,EUR18 m ($22 m) deal; option on 3 more
18448,Spain,Romania,4,,VAMTAC BN3,APV,New,,2010,,2011 - 2011,4,,,
9373,Spain,Rwanda,1,,S763-LANZA,Air search radar,New,,2008,Yes,2009 - 2009,1,,,Including for civilian air traffic control; designation uncertain
35316,Spain,Saudi Arabia,3,,A-330 MRTT,Tanker/transport ac,New,,2008,,2011 - 2012,3,Yes,,
27351,Spain,Senegal,1,,Bell-205/UH-1H,Helicopter,SecondHand,,2008,,2008 - 2008,1,,,Ex-Spanish; for SAR; aid
10488,Spain,Senegal,1,,C-212,Transport aircraft,SecondHand,,2008,,2009 - 2009,1,,,Ex-Spanish; aid; for SAR
16918,Spain,Senegal,1,,Conejera,Patrol craft,SecondHand,,2011,,2011 - 2011,1,,,Ex-Spanish
32375,Spain,Turkey,6,,CN-235MP,ASW aircraft,New,,1998,,2012 - 2012,4,Yes,Yes,'Meltem-2' programme; CN-235D/K (CN-235MP Persuader) version; assembled from kits in Turkey; aircraft delivered 2001-2002 but ASW and MP systems fitted 2012-2013
32381,Spain,United States,36,Yes,CN-235MP,MP aircraft,New,,2004,,2007 - 2012,14,Yes,Yes,Part of coast guard 'Deepwater-2000' programme; CN-235M-300M/C-235ER version; US designation HC-144; incl production of components and assembly in USA; delivery 2006-2020; incl 17 ordered by end-2012 and 19 more selected but not yet ordered
27350,Spain,Uruguay,1,Yes,Bell-205/UH-1H,Helicopter,SecondHand,,2008,,2009 - 2009,1,Yes,,Ex-Spanish; aid (symbolical price EUR400); 3 more for spares only
9376,Spain,Uruguay,2,,S763-LANZA,Air search radar,New,,2006,,2010 - 2010,2,,,$25 m deal; incl for civilian air traffic control
7867,Spain,Venezuela,4,,BVL,OPV,New,,2005,,2009 - 2011,3,,Yes,Part of EUR1.2 b deal; Venezuelan designation Guaicamacuto; incl 1 produced in Venezuela
4114,Spain,Venezuela,4,,POVZEE,OPV,New,,2005,,2011 - 2012,4,,,Part of EUR1.2 b deal
29791,Spain,Yemen,1,,CN-235,Transport aircraft,New,,2011,,2012 - 2012,1,Yes,,Financed by USA
28051,Sweden,Australia,150,Yes,RBS-70 Mk-3 Bolide,Portable SAM,New,,2003,,2003 - 2007,150,Yes,,SEK150 m ($18 m) deal (part of SEK600 m 'Project Land-19 Phase-6')
22905,Sweden,Australia,3,,Giraffe AMB,Air search radar,New,,2010,,2012 - 2012,2,,,SEK550 m ($86 m) 'Land-19 Phase-7A' deal (incl 1 on lease from 2011 until delivery of 3 ordered); for use in Afghanistan; delivery 2012-2013
32790,Sweden,Brunei Darussalam,3,,SAK-70 Mk-2 57mm,Naval gun,New,,2007,Yes,2011 - 2011,3,,,For 3 OPV-80 (Darussalam) corvettes from FRG
33381,Sweden,Chad,22,Yes,MD5,Diesel engine,New,,2012,,2012 - 2012,22,Yes,,For 22 Bastion Patsas APC from France
5138,Sweden,Croatia,84,Yes,DI-12,Diesel engine,New,,2007,,2008 - 2012,84,Yes,,For 84 AMV APC from Finland
5139,Sweden,Croatia,42,Yes,DI-12,Diesel engine,New,,2008,,2012 - 2012,42,Yes,,For 42 AMV APC from Finland
28042,Sweden,Czech Republic,90,Yes,RBS-70,Portable SAM,New,,2004,,2005 - 2007,90,Yes,,SEK204 m ($29 m) deal (incl 15-16 launchers); offsets 100%
16984,Sweden,Czech Republic,3,,ARTHUR,Arty locating radar,New,,2004,,2006 - 2007,3,,,CZK1.8 b ($78 m) deal; ARTHUR Mod-B version
35042,Sweden,Denmark,45,,CV-9035,IFV,New,,2005,,2008 - 2010,45,Yes,Yes,$190-274 m deal (incl production of turret and assembly in Denmark); CV-9035DK (CV-90 Mk-3) version
25900,Sweden,Denmark,3,,CEROS-200,Fire control radar,New,,2006,Yes,2012 - 2012,1,,,For 3 Huitfeldt (PS) frigates produced in Denmark
16467,Sweden,Denmark,6,,SF-Mk-2,Patrol craft,New,,2005,Yes,2006 - 2007,6,Yes,Yes,Ordered via Danish company and fitted out in Denmark
22900,Sweden,Estonia,4,Yes,Giraffe AMB,Air search radar,New,,2007,,2008 - 2010,4,Yes,,Part of EUR60 m deal; for use with Mistral SAM
19288,Sweden,Finland,147,,MT-LB,APC,SecondHand,Yes,2011,,2011 - 2011,147,,,Ex-Swedish
1792,Sweden,Finland,45,,CV-9030,IFV,New,,2004,,2006 - 2007,45,Yes,Yes,EUR120 m ($145 m) deal (offsets 50% incl production of components in Finland); CV-9030FIN version
5136,Sweden,Finland,24,,DI-12,Diesel engine,New,,2003,,2006 - 2008,24,Yes,,For 24 AMV-AMOS FSV produced in Finland
5137,Sweden,Finland,62,,DI-12,Diesel engine,New,,2004,,2006 - 2008,62,Yes,,For 62 AMV APC produced in Finland
14256,Sweden,Finland,1500,Yes,NLAW,Anti-tank missile,New,,2007,,2009 - 2010,1500,Yes,,EUR38 m deal; probably from UK production line
28050,Sweden,Finland,150,Yes,RBS-70 Mk-3 Bolide,Portable SAM,New,,2002,,2005 - 2007,150,Yes,,$30 m deal (part of $120 m deal for ASRAD-R SAM systems)
28052,Sweden,Finland,200,Yes,RBS-70 Mk-3 Bolide,Portable SAM,New,,2007,,2008 - 2010,200,Yes,,SEK600 m ($85 m) deal
28053,Sweden,Finland,100,Yes,RBS-70 Mk-3 Bolide,Portable SAM,New,,2009,Yes,2012 - 2012,100,Yes,,EUR26 m deal
7642,Sweden,Finland,16,Yes,HARD,Air search radar,New,,2002,,2006 - 2007,16,Yes,,Part of $120 m deal; Improved HARD version; for ASRAD-R SAM systems from FRG
32978,Sweden,France,53,,BvS-10,APC,New,,2009,,2011 - 2012,53,Yes,,'VHM' programme; BvS-10 Mk-2 version; incl CP and mortar carrier versions; option on 76 more
20017,Sweden,Germany,81,,Bv-206S,APC,New,,2005,,2007 - 2009,81,Yes,,EUR181 m deal
20028,Sweden,Germany,75,,Bv-206S,APC,New,,2005,,2005 - 2007,75,Yes,,SEK300 m ($45 m) deal
9056,Sweden,Germany,30,Yes,RBS-15 Mk-3,Anti-ship MI/SSM,New,,2005,,2011 - 2012,30,Yes,Yes,SEK350 m ($46 m) deal (offsets incl production of components and assembly in FRG); for Braunschweig (K-130) frigates
